R1_input,R2_input,R3_input,R1_top,R2_top,R3_top,R1_bot,R2_bot,R3_bot
crRNA0778:1161-1180_LengthVariant,1163,292,1160,128,209,815,628,1395,969
crRNA0778:1160-1180_LengthVariant,1404,191,1194,82,210,1095,657,1405,1259
crRNA0778:1159-1180_LengthVariant,1224,210,969,24,337,734,393,1241,1113
crRNA0778:1157-1180_LengthVariant,1604,221,969,51,448,1006,600,1246,1106
crRNA0778:1156-1180_LengthVariant,1218,294,929,42,348,815,830,1054,851
crRNA0778:1155-1180_LengthVariant,1135,226,865,52,62,892,561,1251,977
crRNA0778:1154-1180_LengthVariant,1086,185,763,25,139,859,494,944,848
crRNA0778:1153-1180_LengthVariant,1150,231,916,23,247,756,386,1021,941
crRNA0778:1151-1180_LengthVariant,994,192,1104,50,280,1033,400,1132,833
crRNA0778:1149-1180_LengthVariant,838,165,802,31,273,737,414,991,862
crRNA0778:1147-1180_LengthVariant,718,166,486,9,58,497,317,668,636
crRNA0778:1145-1180_LengthVariant,748,160,674,47,282,533,346,836,722
crRNA1390:2185-2199_LengthVariant,971,183,783,79,188,722,487,1092,1016
crRNA1390:2183-2199_LengthVariant,990,172,745,103,235,704,445,1097,748
crRNA1390:2181-2199_LengthVariant,932,196,873,19,230,741,447,996,1003
crRNA1390:2180-2199_LengthVariant,999,147,897,12,296,753,454,1151,841
crRNA1390:2179-2199_LengthVariant,1153,153,851,49,320,694,440,1235,1018
crRNA1390:2178-2199_LengthVariant,905,153,576,9,138,588,303,953,634
crRNA1390:2176-2199_LengthVariant,814,134,672,35,311,679,270,642,813
crRNA1390:2175-2199_LengthVariant,883,151,578,35,302,750,191,721,532
crRNA1390:2174-2199_LengthVariant,679,98,473,12,137,540,162,448,512
crRNA1390:2173-2199_LengthVariant,755,201,806,79,174,698,165,596,557
crRNA1390:2172-2199_LengthVariant,764,95,585,12,202,708,166,578,451
crRNA1390:2170-2199_LengthVariant,534,90,548,35,95,561,181,565,470
crRNA1390:2168-2199_LengthVariant,731,100,573,6,192,618,166,658,449
crRNA1390:2166-2199_LengthVariant,713,163,504,46,80,551,116,394,461
crRNA1390:2164-2199_LengthVariant,563,95,476,37,64,492,246,593,401
crRNA1429:2229-2243_LengthVariant,706,129,555,47,216,413,337,841,622
crRNA1429:2227-2243_LengthVariant,887,182,704,15,348,658,612,1078,870
crRNA1429:2225-2243_LengthVariant,946,258,930,32,324,667,508,1003,987
crRNA1429:2224-2243_LengthVariant,938,219,707,15,235,656,420,1089,935
crRNA1429:2223-2243_LengthVariant,951,172,770,1,125,632,403,1088,898
crRNA1429:2222-2243_LengthVariant,870,244,722,75,84,629,483,904,733
crRNA1429:2220-2243_LengthVariant,922,185,831,97,155,1082,425,819,658
crRNA1429:2219-2243_LengthVariant,682,135,607,47,199,864,208,679,549
crRNA1429:2218-2243_LengthVariant,719,178,478,100,159,651,153,651,375
crRNA1429:2217-2243_LengthVariant,759,277,765,36,170,968,218,610,516
crRNA1429:2216-2243_LengthVariant,593,104,445,17,199,557,98,439,292
crRNA1429:2214-2243_LengthVariant,707,114,646,36,181,956,141,656,422
crRNA1429:2212-2243_LengthVariant,591,124,539,29,102,631,131,399,382
crRNA1429:2210-2243_LengthVariant,533,89,373,30,146,570,137,302,312
crRNA1429:2208-2243_LengthVariant,492,92,358,17,156,618,82,305,357
crRNA1573:2481-2495_LengthVariant,1215,216,736,62,231,710,734,1346,853
crRNA1573:2479-2495_LengthVariant,1424,286,1039,98,787,1035,813,1153,1117
crRNA1573:2477-2495_LengthVariant,1011,297,843,45,139,610,441,1263,1049
crRNA1573:2476-2495_LengthVariant,763,151,607,21,81,554,245,903,755
crRNA1573:2475-2495_LengthVariant,801,114,649,10,168,556,241,795,670
crRNA1573:2474-2495_LengthVariant,807,166,628,65,197,563,453,882,777
crRNA1573:2472-2495_LengthVariant,763,135,697,15,51,557,293,659,701
crRNA1573:2471-2495_LengthVariant,831,143,600,14,80,575,279,1044,659
crRNA1573:2470-2495_LengthVariant,784,66,584,14,65,430,229,990,568
crRNA1573:2469-2495_LengthVariant,648,100,588,16,86,446,169,695,699
crRNA1573:2468-2495_LengthVariant,626,211,468,19,173,312,155,719,489
crRNA1573:2466-2495_LengthVariant,883,180,797,30,212,720,308,1159,895
crRNA1573:2464-2495_LengthVariant,680,56,553,17,39,358,242,816,632
crRNA1573:2462-2495_LengthVariant,634,121,502,11,51,419,196,656,538
crRNA1573:2460-2495_LengthVariant,524,52,402,33,130,333,169,726,454
crRNA1579:2489-2503_LengthVariant,1142,402,1035,106,402,1250,1114,1418,1242
crRNA1579:2487-2503_LengthVariant,1377,360,951,157,619,1136,1104,1484,1319
crRNA1579:2485-2503_LengthVariant,1341,348,1143,84,664,1179,1004,1733,1301
crRNA1579:2484-2503_LengthVariant,1331,265,983,33,575,877,511,1509,1056
crRNA1579:2483-2503_LengthVariant,1307,434,1057,65,378,965,679,1162,1175
crRNA1579:2482-2503_LengthVariant,1247,1051,1031,64,190,830,668,1480,1284
crRNA1579:2480-2503_LengthVariant,1369,293,1007,81,460,983,700,1447,1073
crRNA1579:2479-2503_LengthVariant,1069,226,883,60,78,911,491,880,917
crRNA1579:2478-2503_LengthVariant,945,137,778,66,228,842,501,839,766
crRNA1579:2477-2503_LengthVariant,827,123,637,32,58,568,266,900,528
crRNA1579:2476-2503_LengthVariant,508,119,494,15,56,416,165,527,526
crRNA1579:2474-2503_LengthVariant,689,116,578,42,146,556,261,810,592
crRNA1579:2472-2503_LengthVariant,491,54,348,35,43,357,122,673,307
crRNA1579:2470-2503_LengthVariant,543,76,391,16,73,307,115,501,386
crRNA2030:2-24_intron_1_dist5p_-21_dist3p_4704,1405,289,1094,186,357,1756,628,1143,901
crRNA2031:5-27_intron_1_dist5p_-18_dist3p_4701,1674,439,1186,119,586,1394,941,1581,1152
crRNA2032:8-30_intron_1_dist5p_-15_dist3p_4698,1275,420,1047,176,487,1020,1131,1294,1038
crRNA2033:11-33_intron_1_dist5p_-12_dist3p_4695,1370,324,1054,78,1444,995,838,1408,1229
crRNA2034:14-36_intron_1_dist5p_-9_dist3p_4692,754,144,742,6,419,607,495,977,747
crRNA2035:17-39_intron_1_dist5p_-6_dist3p_4689,1012,149,717,42,214,573,351,1059,907
crRNA2036:20-42_intron_1_dist5p_-3_dist3p_4686,1196,158,681,19,208,540,304,960,918
crRNA2037:23-45_intron_1_dist5p_0_dist3p_4683,1129,235,884,29,151,866,549,1389,932
crRNA2038:24-46_intron_1_dist5p_1_dist3p_4682,1159,188,734,62,347,721,483,1129,1005
crRNA2039:39-61_intron_1_dist5p_16_dist3p_4667,1066,344,845,92,374,774,848,1418,851
crRNA2040:42-64_intron_1_dist5p_19_dist3p_4664,911,258,869,20,292,944,556,969,835
crRNA2041:45-67_intron_1_dist5p_22_dist3p_4661,1011,271,905,55,838,916,941,1010,949
crRNA2042:48-70_intron_1_dist5p_25_dist3p_4658,679,170,597,71,209,687,644,914,717
crRNA2043:51-73_intron_1_dist5p_28_dist3p_4655,1137,207,943,85,317,861,677,1267,991
crRNA2044:54-76_intron_1_dist5p_31_dist3p_4652,952,239,799,122,384,747,734,1049,988
crRNA2045:57-79_intron_1_dist5p_34_dist3p_4649,1126,540,949,62,180,989,779,1045,1060
crRNA2046:60-82_intron_1_dist5p_37_dist3p_4646,212,51,151,11,3,207,82,184,73
crRNA2047:63-85_intron_1_dist5p_40_dist3p_4643,1156,519,726,129,349,828,617,1329,827
crRNA2048:66-88_intron_1_dist5p_43_dist3p_4640,1402,308,1115,78,288,1095,926,1405,1158
crRNA2049:69-91_intron_1_dist5p_46_dist3p_4637,1173,325,898,73,191,953,545,1335,1043
crRNA2050:72-94_intron_1_dist5p_49_dist3p_4634,1089,176,774,83,243,819,554,915,746
crRNA2051:75-97_intron_1_dist5p_52_dist3p_4631,1099,253,936,97,77,1043,573,998,908
crRNA2053:81-103_intron_1_dist5p_58_dist3p_4625,810,255,695,43,199,722,534,914,740
crRNA2054:84-106_intron_1_dist5p_61_dist3p_4622,595,116,555,45,406,640,354,784,530
crRNA2055:89-111_intron_1_dist5p_66_dist3p_4617,1200,355,921,71,358,917,678,1271,952
crRNA2056:94-116_intron_1_dist5p_71_dist3p_4612,1292,472,1027,74,273,1282,922,1268,1117
crRNA2057:99-121_intron_1_dist5p_76_dist3p_4607,1487,497,1188,164,653,1226,1516,1734,1180
crRNA2058:104-126_intron_1_dist5p_81_dist3p_4602,1115,382,968,51,177,1010,911,1145,1190
crRNA2059:109-131_intron_1_dist5p_86_dist3p_4597,980,239,858,42,550,712,835,1100,967
crRNA2060:114-136_intron_1_dist5p_91_dist3p_4592,1238,338,1013,66,352,1018,771,1269,1108
crRNA2061:119-141_intron_1_dist5p_96_dist3p_4587,927,195,801,29,219,656,510,1090,885
crRNA2062:124-146_intron_1_dist5p_101_dist3p_4582,1058,209,917,52,210,743,398,1162,945
crRNA2063:174-196_intron_1_dist5p_151_dist3p_4532,1029,266,705,81,473,878,852,986,821
crRNA2064:4555-4577_intron_1_dist5p_4532_dist3p_151,1253,269,967,92,607,1121,993,1051,893
crRNA2065:4615-4637_intron_1_dist5p_4592_dist3p_91,1226,153,802,15,139,754,236,870,823
crRNA2066:4640-4662_intron_1_dist5p_4617_dist3p_66,1279,435,1130,144,437,1631,648,731,837
crRNA2067:4645-4667_intron_1_dist5p_4622_dist3p_61,1059,231,763,44,290,850,713,853,699
crRNA2068:4648-4670_intron_1_dist5p_4625_dist3p_58,976,202,812,372,1858,3237,320,249,227
crRNA2069:4651-4673_intron_1_dist5p_4628_dist3p_55,1605,487,1203,115,571,1388,1304,1623,1199
crRNA2070:4654-4676_intron_1_dist5p_4631_dist3p_52,1415,408,984,70,792,1693,549,853,771
crRNA2071:4657-4679_intron_1_dist5p_4634_dist3p_49,1732,340,1210,58,349,1208,1119,1521,1386
crRNA2072:4660-4682_intron_1_dist5p_4637_dist3p_46,1024,315,903,113,395,810,861,1145,1210
crRNA2073:4663-4685_intron_1_dist5p_4640_dist3p_43,1168,427,918,82,421,981,899,1363,1016
crRNA2074:4666-4688_intron_1_dist5p_4643_dist3p_40,1132,491,818,24,323,859,721,1149,877
crRNA2075:4669-4691_intron_1_dist5p_4646_dist3p_37,1438,246,1131,17,321,984,727,1540,1197
crRNA2076:4672-4694_intron_1_dist5p_4649_dist3p_34,1287,401,973,147,455,974,884,1226,1089
crRNA2077:4675-4697_intron_1_dist5p_4652_dist3p_31,1189,254,1083,45,306,873,691,1291,1194
crRNA2078:4678-4700_intron_1_dist5p_4655_dist3p_28,1254,331,1082,50,307,977,980,1376,1132
crRNA2079:4681-4703_intron_1_dist5p_4658_dist3p_25,1089,159,790,77,237,765,570,1177,976
crRNA2080:4684-4706_intron_1_dist5p_4661_dist3p_22,918,386,852,41,47,862,705,1314,1019
crRNA2081:4687-4709_intron_1_dist5p_4664_dist3p_19,1086,241,939,57,440,821,959,1031,1183
crRNA2082:4690-4712_intron_1_dist5p_4667_dist3p_16,1005,329,887,78,272,842,726,1263,1029
crRNA2083:4693-4715_intron_1_dist5p_4670_dist3p_13,898,227,638,73,297,636,546,780,688
crRNA2084:4696-4718_intron_1_dist5p_4673_dist3p_10,1222,119,907,63,326,932,731,1422,1033
crRNA2085:4699-4721_intron_1_dist5p_4676_dist3p_7,898,142,753,38,108,575,340,779,760
crRNA2086:4702-4724_intron_1_dist5p_4679_dist3p_4,826,195,719,47,231,570,518,764,740
crRNA2087:4705-4727_intron_1_dist5p_4682_dist3p_1,1098,184,898,67,94,799,608,1248,910
crRNA2088:4706-4728_intron_1_dist5p_4683_dist3p_0,706,154,683,44,276,519,298,871,581
crRNA2089:4709-4731_intron_1_dist5p_4686_dist3p_-3,1060,249,937,35,66,886,753,1069,1117
crRNA2090:4712-4734_intron_1_dist5p_4689_dist3p_-6,813,202,692,16,188,525,389,730,674
crRNA2091:4715-4737_intron_1_dist5p_4692_dist3p_-9,1231,269,1059,46,320,840,690,1218,1139
crRNA2092:4718-4740_intron_1_dist5p_4695_dist3p_-12,1071,106,767,45,213,789,492,1131,1042
crRNA2093:4721-4743_intron_1_dist5p_4698_dist3p_-15,1042,252,818,39,238,705,736,1009,1059
crRNA2094:4724-4746_intron_1_dist5p_4701_dist3p_-18,1003,233,821,81,346,1023,747,1040,822
crRNA2095:4727-4749_intron_1_dist5p_4704_dist3p_-21,2570,919,2173,548,2473,4805,1264,1266,1253
crRNA2096:2-24_intron_2_dist5p_-21_dist3p_337,1914,550,1575,93,569,1338,1311,1967,1831
crRNA2097:5-27_intron_2_dist5p_-18_dist3p_334,903,176,781,3,225,655,450,757,691
crRNA2098:8-30_intron_2_dist5p_-15_dist3p_331,750,245,606,26,214,645,439,716,618
crRNA2100:14-36_intron_2_dist5p_-9_dist3p_325,350,83,379,11,15,339,181,534,460
crRNA2101:17-39_intron_2_dist5p_-6_dist3p_322,512,62,465,14,94,316,143,674,516
crRNA2103:48-70_intron_2_dist5p_25_dist3p_291,1084,156,788,52,245,522,306,918,899
crRNA2104:51-73_intron_2_dist5p_28_dist3p_288,1059,414,892,57,299,1499,402,994,567
crRNA2105:54-76_intron_2_dist5p_31_dist3p_285,825,174,732,26,95,994,262,613,544
crRNA2106:57-79_intron_2_dist5p_34_dist3p_282,920,106,769,13,75,762,219,841,706
crRNA2107:60-82_intron_2_dist5p_37_dist3p_279,1096,196,864,92,146,790,314,811,1092
crRNA2108:63-85_intron_2_dist5p_40_dist3p_276,1096,268,915,68,189,794,429,1183,874
crRNA2109:66-88_intron_2_dist5p_43_dist3p_273,825,130,524,36,86,487,212,759,829
crRNA2110:69-91_intron_2_dist5p_46_dist3p_270,1135,146,802,33,203,687,437,1121,842
crRNA2111:72-94_intron_2_dist5p_49_dist3p_267,610,110,517,14,108,483,241,834,662
crRNA2112:75-97_intron_2_dist5p_52_dist3p_264,884,242,775,79,222,846,356,957,782
crRNA2113:78-100_intron_2_dist5p_55_dist3p_261,874,242,726,30,178,706,387,1023,841
crRNA2114:81-103_intron_2_dist5p_58_dist3p_258,1118,770,778,36,359,843,783,1256,816
crRNA2115:84-106_intron_2_dist5p_61_dist3p_255,1123,283,822,54,647,865,730,1258,978
crRNA2116:89-111_intron_2_dist5p_66_dist3p_250,1485,346,1203,57,443,1265,827,1418,1353
crRNA2117:94-116_intron_2_dist5p_71_dist3p_245,1231,258,887,90,440,999,316,731,735
crRNA2118:99-121_intron_2_dist5p_76_dist3p_240,1536,284,1162,118,339,2414,273,791,504
crRNA2119:124-146_intron_2_dist5p_101_dist3p_215,917,183,641,63,217,642,425,961,770
crRNA2121:188-210_intron_2_dist5p_165_dist3p_151,948,137,708,24,219,629,266,1006,755
crRNA2122:213-235_intron_2_dist5p_190_dist3p_126,712,93,639,9,136,527,289,913,627
crRNA2124:281-303_intron_2_dist5p_258_dist3p_58,749,125,517,40,127,585,89,271,359
crRNA2127:290-312_intron_2_dist5p_267_dist3p_49,639,61,403,7,36,218,120,592,481
crRNA2128:293-315_intron_2_dist5p_270_dist3p_46,559,64,371,26,8,329,108,604,491
crRNA2129:296-318_intron_2_dist5p_273_dist3p_43,444,52,317,18,7,239,80,481,432
crRNA2130:299-321_intron_2_dist5p_276_dist3p_40,753,157,555,17,107,336,215,912,507
crRNA2132:305-327_intron_2_dist5p_282_dist3p_34,872,104,702,37,188,601,238,1080,911
crRNA2133:308-330_intron_2_dist5p_285_dist3p_31,588,53,480,4,60,317,184,579,624
crRNA2134:311-333_intron_2_dist5p_288_dist3p_28,929,88,527,14,76,384,132,680,580
crRNA2135:314-336_intron_2_dist5p_291_dist3p_25,524,93,340,25,81,280,97,496,384
crRNA2138:351-373_intron_2_dist5p_328_dist3p_-12,740,104,637,5,115,515,307,869,743
crRNA2139:354-376_intron_2_dist5p_331_dist3p_-15,578,109,539,31,173,441,281,777,510
crRNA2140:357-379_intron_2_dist5p_334_dist3p_-18,813,93,598,61,199,565,246,780,650
crRNA2141:360-382_intron_2_dist5p_337_dist3p_-21,668,129,496,50,156,615,226,639,477
crRNA2142:2-24_intron_3_dist5p_-21_dist3p_1996,813,87,686,47,238,964,168,456,475
crRNA2143:5-27_intron_3_dist5p_-18_dist3p_1993,778,84,552,16,103,439,182,822,684
crRNA2144:8-30_intron_3_dist5p_-15_dist3p_1990,793,72,516,2,103,448,190,807,651
crRNA2145:11-33_intron_3_dist5p_-12_dist3p_1987,1188,189,970,18,142,855,397,1531,1158
crRNA2146:14-36_intron_3_dist5p_-9_dist3p_1984,968,246,866,83,347,763,768,1305,966
crRNA2147:17-39_intron_3_dist5p_-6_dist3p_1981,872,117,631,4,104,736,332,859,667
crRNA2148:20-42_intron_3_dist5p_-3_dist3p_1978,1111,221,1025,64,185,1013,496,1558,1328
crRNA2149:23-45_intron_3_dist5p_0_dist3p_1975,952,260,841,8,96,802,546,1069,876
crRNA2150:24-46_intron_3_dist5p_1_dist3p_1974,1017,296,772,19,150,778,467,1317,1016
crRNA2151:27-49_intron_3_dist5p_4_dist3p_1971,984,134,682,29,169,623,410,957,760
crRNA2152:30-52_intron_3_dist5p_7_dist3p_1968,854,141,624,40,173,587,343,957,697
crRNA2153:33-55_intron_3_dist5p_10_dist3p_1965,1122,224,922,2,60,757,448,906,931
crRNA2154:36-58_intron_3_dist5p_13_dist3p_1962,1010,204,834,3,177,702,470,1217,987
crRNA2155:39-61_intron_3_dist5p_16_dist3p_1959,1282,398,1209,55,224,1057,718,1556,1199
crRNA2156:42-64_intron_3_dist5p_19_dist3p_1956,1561,243,1167,50,319,978,573,1306,1320
crRNA2157:45-67_intron_3_dist5p_22_dist3p_1953,536,65,500,13,101,345,106,768,688
crRNA2159:72-94_intron_3_dist5p_49_dist3p_1926,893,129,676,10,147,485,474,994,784
crRNA2160:75-97_intron_3_dist5p_52_dist3p_1923,823,187,864,38,72,607,365,1013,988
crRNA2161:78-100_intron_3_dist5p_55_dist3p_1920,714,155,615,57,214,687,455,1175,757
crRNA2162:81-103_intron_3_dist5p_58_dist3p_1917,758,120,603,30,188,516,290,592,640
crRNA2163:84-106_intron_3_dist5p_61_dist3p_1914,791,183,732,51,223,550,417,834,954
crRNA2164:89-111_intron_3_dist5p_66_dist3p_1909,679,141,534,36,128,381,223,815,543
crRNA2165:94-116_intron_3_dist5p_71_dist3p_1904,635,83,512,31,171,556,198,629,512
crRNA2167:104-126_intron_3_dist5p_81_dist3p_1894,508,72,373,10,118,242,136,671,446
crRNA2168:109-131_intron_3_dist5p_86_dist3p_1889,585,93,455,20,116,389,220,534,475
crRNA2169:114-136_intron_3_dist5p_91_dist3p_1884,599,163,554,20,84,476,325,698,672
crRNA2170:119-141_intron_3_dist5p_96_dist3p_1879,964,123,738,13,64,606,365,886,629
crRNA2171:124-146_intron_3_dist5p_101_dist3p_1874,919,285,836,32,319,757,537,1273,915
crRNA2172:149-171_intron_3_dist5p_126_dist3p_1849,1016,233,716,28,254,852,367,800,861
crRNA2174:1872-1894_intron_3_dist5p_1849_dist3p_126,814,108,684,50,98,485,309,894,707
crRNA2175:1912-1934_intron_3_dist5p_1889_dist3p_86,587,105,544,20,140,362,230,736,603
crRNA2176:1949-1971_intron_3_dist5p_1926_dist3p_49,572,50,497,6,91,294,91,688,606
crRNA2177:1952-1974_intron_3_dist5p_1929_dist3p_46,806,87,687,31,106,492,228,895,639
crRNA2178:1955-1977_intron_3_dist5p_1932_dist3p_43,1021,104,766,51,251,748,223,1277,848
crRNA2181:1964-1986_intron_3_dist5p_1941_dist3p_34,709,64,581,9,81,478,135,713,700
crRNA2182:1967-1989_intron_3_dist5p_1944_dist3p_31,704,93,496,36,118,371,276,814,663
crRNA2184:1991-2013_intron_3_dist5p_1968_dist3p_7,525,98,377,23,140,363,177,512,480
crRNA2185:1994-2016_intron_3_dist5p_1971_dist3p_4,771,151,581,33,74,572,304,937,749
crRNA2186:1997-2019_intron_3_dist5p_1974_dist3p_1,466,51,388,4,115,315,166,475,415
crRNA2187:1998-2020_intron_3_dist5p_1975_dist3p_0,697,107,432,20,49,355,206,809,447
crRNA2192:2019-2041_intron_3_dist5p_1996_dist3p_-21,1087,147,809,6,139,667,321,1382,916
crRNA2193:11-33_intron_4_dist5p_-12_dist3p_1515,595,65,492,33,14,587,308,684,712
crRNA2196:42-64_intron_4_dist5p_19_dist3p_1484,553,102,459,4,89,326,89,710,540
crRNA2197:45-67_intron_4_dist5p_22_dist3p_1481,691,54,595,14,153,425,236,886,756
crRNA2198:48-70_intron_4_dist5p_25_dist3p_1478,950,156,794,59,144,712,402,966,873
crRNA2199:51-73_intron_4_dist5p_28_dist3p_1475,906,196,732,66,138,773,241,659,735
crRNA2200:72-94_intron_4_dist5p_49_dist3p_1454,822,143,693,173,634,1758,155,322,305
crRNA2201:75-97_intron_4_dist5p_52_dist3p_1451,1189,271,1101,126,471,1142,860,1199,1214
crRNA2202:78-100_intron_4_dist5p_55_dist3p_1448,932,298,665,96,263,1093,353,785,545
crRNA2203:81-103_intron_4_dist5p_58_dist3p_1445,937,200,789,88,326,1157,248,523,522
crRNA2204:84-106_intron_4_dist5p_61_dist3p_1442,798,150,523,69,705,1093,148,342,351
crRNA2205:89-111_intron_4_dist5p_66_dist3p_1437,373,77,303,25,67,222,52,280,311
crRNA2206:94-116_intron_4_dist5p_71_dist3p_1432,485,62,433,6,47,407,196,609,500
crRNA2208:104-126_intron_4_dist5p_81_dist3p_1422,1048,130,884,24,71,789,309,1089,762
crRNA2209:109-131_intron_4_dist5p_86_dist3p_1417,662,115,558,32,226,937,116,297,336
crRNA2213:149-171_intron_4_dist5p_126_dist3p_1377,578,98,453,3,32,286,190,627,553
crRNA2214:1375-1397_intron_4_dist5p_1352_dist3p_151,540,109,478,16,56,445,175,676,515
crRNA2215:1400-1422_intron_4_dist5p_1377_dist3p_126,256,57,258,9,30,228,81,400,305
crRNA2216:1425-1447_intron_4_dist5p_1402_dist3p_101,547,125,436,42,128,441,200,657,509
crRNA2218:1435-1457_intron_4_dist5p_1412_dist3p_91,581,93,473,20,112,506,251,773,493
crRNA2219:1440-1462_intron_4_dist5p_1417_dist3p_86,517,74,374,7,99,487,66,288,357
crRNA2220:1445-1467_intron_4_dist5p_1422_dist3p_81,730,81,541,1,67,537,179,703,711
crRNA2221:1450-1472_intron_4_dist5p_1427_dist3p_76,230,121,130,4,13,116,14,119,155
crRNA2224:1465-1487_intron_4_dist5p_1442_dist3p_61,512,51,316,9,61,205,121,522,423
crRNA2229:1480-1502_intron_4_dist5p_1457_dist3p_46,629,53,435,2,81,370,96,586,635
crRNA2230:1483-1505_intron_4_dist5p_1460_dist3p_43,658,60,456,6,121,341,104,615,599
crRNA2232:1489-1511_intron_4_dist5p_1466_dist3p_37,648,68,438,9,105,316,94,675,524
crRNA2233:1492-1514_intron_4_dist5p_1469_dist3p_34,701,182,555,26,202,349,220,929,615
crRNA2234:1495-1517_intron_4_dist5p_1472_dist3p_31,376,57,399,19,25,332,164,541,424
crRNA2235:1498-1520_intron_4_dist5p_1475_dist3p_28,568,85,355,14,64,355,241,675,559
crRNA2236:1501-1523_intron_4_dist5p_1478_dist3p_25,481,83,430,2,96,277,107,624,518
crRNA2237:1504-1526_intron_4_dist5p_1481_dist3p_22,468,56,334,2,158,241,155,488,443
crRNA2238:1507-1529_intron_4_dist5p_1484_dist3p_19,666,117,484,12,105,323,250,620,579
crRNA2239:1510-1532_intron_4_dist5p_1487_dist3p_16,746,103,494,53,121,474,386,1237,727
crRNA2240:1541-1563_intron_4_dist5p_1518_dist3p_-15,567,78,500,8,99,398,147,501,495
crRNA2241:1544-1566_intron_4_dist5p_1521_dist3p_-18,873,125,613,38,160,488,272,778,632
crRNA2242:1547-1569_intron_4_dist5p_1524_dist3p_-21,1117,324,917,139,300,938,811,1210,954
crRNA2243:2-24_intron_5_dist5p_-21_dist3p_5566,1244,381,1137,138,603,1125,782,1504,1173
crRNA2244:5-27_intron_5_dist5p_-18_dist3p_5563,1429,294,993,39,416,1199,642,1009,825
crRNA2245:8-30_intron_5_dist5p_-15_dist3p_5560,1340,264,1154,140,749,1174,1085,1928,1326
crRNA2246:11-33_intron_5_dist5p_-12_dist3p_5557,1171,359,977,31,433,825,810,1405,974
crRNA2247:14-36_intron_5_dist5p_-9_dist3p_5554,930,371,786,96,381,901,754,973,966
crRNA2248:17-39_intron_5_dist5p_-6_dist3p_5551,696,95,646,11,396,481,212,769,730
crRNA2250:23-45_intron_5_dist5p_0_dist3p_5545,471,210,357,25,81,338,161,463,463
crRNA2251:24-46_intron_5_dist5p_1_dist3p_5544,619,98,440,14,184,421,247,754,586
crRNA2254:33-55_intron_5_dist5p_10_dist3p_5535,598,109,483,32,85,359,274,535,533
crRNA2257:42-64_intron_5_dist5p_19_dist3p_5526,371,55,378,5,85,202,112,538,535
crRNA2263:60-82_intron_5_dist5p_37_dist3p_5508,417,69,298,5,105,256,63,508,343
crRNA2265:66-88_intron_5_dist5p_43_dist3p_5502,358,59,272,20,100,168,111,330,367
crRNA2268:75-97_intron_5_dist5p_52_dist3p_5493,495,84,365,6,38,263,90,551,529
crRNA2270:81-103_intron_5_dist5p_58_dist3p_5487,536,92,381,1,166,303,207,597,444
crRNA2271:84-106_intron_5_dist5p_61_dist3p_5484,651,69,416,4,58,315,181,543,447
crRNA2272:89-111_intron_5_dist5p_66_dist3p_5479,780,138,685,27,203,775,224,963,795
crRNA2273:94-116_intron_5_dist5p_71_dist3p_5474,1243,253,896,16,307,865,450,1077,1099
crRNA2274:99-121_intron_5_dist5p_76_dist3p_5469,1212,183,846,67,600,968,540,1181,1029
crRNA2275:104-126_intron_5_dist5p_81_dist3p_5464,1121,421,869,44,675,791,880,1092,971
crRNA2276:109-131_intron_5_dist5p_86_dist3p_5459,1734,542,1485,48,769,1497,1439,1756,1239
crRNA2277:114-136_intron_5_dist5p_91_dist3p_5454,1044,288,1004,65,288,1460,549,1088,759
crRNA2278:119-141_intron_5_dist5p_96_dist3p_5449,1565,226,1200,185,646,2309,404,850,640
crRNA2282:5477-5499_intron_5_dist5p_5454_dist3p_91,1054,156,2958,21,168,781,690,1101,991
crRNA2283:5482-5504_intron_5_dist5p_5459_dist3p_86,1302,475,1090,56,504,1068,835,1027,955
crRNA2284:5487-5509_intron_5_dist5p_5464_dist3p_81,1389,375,1252,97,263,1224,1019,1284,1313
crRNA2285:5492-5514_intron_5_dist5p_5469_dist3p_76,1338,444,1234,239,752,1106,1196,1466,1196
crRNA2286:5497-5519_intron_5_dist5p_5474_dist3p_71,930,193,678,50,184,1072,332,565,534
crRNA2287:5502-5524_intron_5_dist5p_5479_dist3p_66,1027,227,937,156,942,2313,280,561,570
crRNA2288:5507-5529_intron_5_dist5p_5484_dist3p_61,476,61,452,24,61,421,98,409,383
crRNA2289:5510-5532_intron_5_dist5p_5487_dist3p_58,402,58,369,13,55,238,79,358,396
crRNA2290:5513-5535_intron_5_dist5p_5490_dist3p_55,516,70,399,19,78,384,135,415,355
crRNA2291:5516-5538_intron_5_dist5p_5493_dist3p_52,665,86,509,11,42,456,204,857,589
crRNA2292:5540-5562_intron_5_dist5p_5517_dist3p_28,808,153,667,39,194,574,378,1056,646
crRNA2293:5543-5565_intron_5_dist5p_5520_dist3p_25,771,156,711,12,132,580,339,802,843
crRNA2294:5546-5568_intron_5_dist5p_5523_dist3p_22,780,54,484,5,215,423,142,763,659
crRNA2295:5549-5571_intron_5_dist5p_5526_dist3p_19,1015,197,824,52,156,636,292,1215,866
crRNA2296:5552-5574_intron_5_dist5p_5529_dist3p_16,968,119,835,48,250,757,294,1451,932
crRNA2297:5555-5577_intron_5_dist5p_5532_dist3p_13,537,57,481,11,78,279,103,564,464
crRNA2298:5558-5580_intron_5_dist5p_5535_dist3p_10,586,84,411,14,228,433,156,481,572
